drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	target_count
DB00130	L-Glutamine	(S)-2,5-diamino-5-oxopentanoic acid, L-(+)-glutamine, L-2-aminoglutaramic acid, L-glutamic acid γ-amide	56-85-9	Cebrogen, Earthlink Science Glutamine Chews Chocolate, Glavamin, Glutamine Express, Glutamine Fuel Mega, Glutamine Fuel Powder , L-Glutamine Power, Saforis, Stimulina	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	3
DB00131	Adenosine monophosphate	5'-Adenosine monophosphate, 5'-Adenylic acid, 5'-AMP, Adenosine 5'-(dihydrogen phosphate), Adenosine 5'-monophosphate, Adenosine 5'-phosphate, Adenosine 5'-phosphoric acid, Adenosine phosphate, Adenosine-5-monophosphoric acid, Adenosine-5'-Monophosphate, Adenosine-5'-monophosphoric acid, Adenylate, Adenylic acid, AMP, Phosphentaside	61-19-8	Adenovite, Cardiomone, Lycedan, My-B-Den, Phosaden, Phosphaden	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	16
DB00132	Alpha-Linolenic Acid	(9Z,12Z,15Z)-Octadecatrienoic acid, 9,12,15-Octadecatrienoic acid, ALA, alpha-Linolenate, linolenate	463-40-1	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	5
DB00133	L-Serine	(-)-Serine, (S)-2-Amino-3-hydroxypropanoic acid, (S)-a-Amino-b-hydroxypropionic acid, (S)-Serine, 2-Amino-3-hydroxypropionic acid, 3-Hydroxyalanine, b-Hydroxy-L-alanine, L-(-)-Serine, L-3-Hydroxy-2-aminopropionic acid, L-Ser, Serine	56-45-1	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	7
DB00134	L-Methionine	(S)-2-amino-4-(methylthio)butanoic acid, (S)-2-amino-4-(methylthio)butyric acid, (S)-methionine, L-(-)-Methionine, L-a-Amino-g-methylthiobutyric acid, Methionine	63-68-3	Acimethin, Cymethion	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Essential Amino Acids	5
DB00135	L-Tyrosine	2-Amino-3-(p-hydroxyphenyl)propionic acid, 3-(p-Hydroxyphenyl)alanine, Free-Form L-Tyrosine	60-18-4	Rxosine, Tyrosine, Tyrosine Power	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	4
DB00136	Calcitriol	1,25-(OH)<sub>2</sub>D3, 1,25-dihydroxycholecalciferol	32222-06-3	Calcijex, Calcitriol Oral Solution, Decostriol, Rocaltrol	small molecule	approved, nutraceutical	Essential Vitamin, Antihypocalcemic Agents, Antihypoparathyroid Agents, Vitamins (Vitamin D), Bone Density Conservation Agents, Calcium Channel Agonists, Vitamins	1
DB00137	Xanthophyll	(3R,3'R,6'R)-Lutein, (3R,3'R,6S)-4,5-Didehydro-5,6-Dihydro-Beta,Beta-Carotene-3,3'-Diol, (3R,3'R)-Beta,Beta-Carotene-3,3'-Diol, Lutein, 4,5-Didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol, All-trans-(+)-Xanthophyll, All-trans-Lutein, all-trans-Xanthophyll, beta,epsilon-Carotene-3,3'-diol, Lutein, Lutein ester, Luteine, Phylloxanthin, trans-Lutein, Vegetable lutein, Vegetable luteol	127-40-2	Bo-Xan	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	0
DB00138	L-Cystine	(-)-Cystine, Cysteine disulfide, Cystine acid, L-alpha-Diamino-beta-dithiolactic acid, L-Dicysteine	56-89-3	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	4
DB00139	Succinic acid	1,2-Ethanedicarboxylic acid, Amber acid, Asuccin, Bernsteinsaure, Butanedioic acid, Butanedionic acid, Spirit of amber, Succinate	110-15-6	Katasuccin, Kyselina jantarova	small molecule	approved, nutraceutical	Anti-Ulcer Agents, Dietary supplement, Micronutrient, Radiation-Protective Agents	26
DB00140	Riboflavin	Lactoflavin, Lactoflavine, Riboflavina [INN-Spanish], Riboflavine [INN-French], Riboflavinum [INN-Latin], Russupteridine Yellow III, Vitamin B2, Vitamin Bi, Vitamin G	83-88-5	Aqua-Flave, Beflavin, Beflavine, Bisulase, Dermadram, Fiboflavin, Flavaxin, Flavin Bb, Flaxain, HSDB 817, Hyflavin, Hyre, Lactobene, Ovoflavin, Ribipca, Ribocrisina, Riboderm, Ribosyn, Ribotone, Ribovel, Vitaflavine, Vitasan B2	small molecule	approved, nutraceutical	Vitamins (Vitamin B Complex), Radiation-Sensitizing Agents, Photosensitizing Agents, Vitamin B Complex	3
DB00141	N-Acetyl-D-glucosamine	2-Acetamido-2-deoxy-D-glucose, GlcNAc, Glucosamine Complex, N-Acetylchitosamine	7512-17-6	Aflexa, GS-500, Maxi GS, Natures Blend Glucosamine	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	8
DB00142	L-Glutamic Acid	(2S)-2-Aminopentanedioic acid, (S)-(+)-Glutamic acid, (S)-2-Aminopentanedioic acid, (S)-Glutamic acid, 1-Aminopropane-1,3-dicarboxylic acid, 2-Aminoglutaric acid, 2-Aminopentanedioic acid, a-Aminoglutaric acid, a-Glutamic acid, Glutamic acid, Glutaminic acid, L-(+)-Glutamic acid, L-a-Aminoglutaric acid, L-Glutamate, L-Glutaminic acid	56-86-0	Aciglut, Glusate, Glutacid, Glutamicol, Glutamidex, Glutaminol, Glutaton	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	70
DB00143	Glutathione	5-L-Glutamyl-L-cysteinylglycine, gamma-L-Glutamyl-L-cysteinyl-glycine, Gluthathione, GSH, N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine	70-18-8	Copren, Isethion, Ledac, Neuthion, Tathion	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	40
DB00144	Phosphatidylserine	3-O-sn-Phosphatidyl-L-serine, O3-Phosphatidyl-L-serine, Phosphatidyl-L-serine	8002-43-5	LifeExtension PS Caps	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	10
DB00145	Glycine	2-Aminoacetic acid, Aminoacetic acid, Aminoethanoic acid, Gly	56-40-6	Aciport, Glicoamin, Glycocoll, Glycolixir, Glycosthene, Gyn-Hydralin, Padil	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids, Glycine Agents	34
DB00146	Calcidiol	Calcifediol, Calcifediol Anhydrous, Calcifediolum [INN-Latin], Calcifidiol	19356-17-3	Calderol, Delakmin	small molecule	approved, nutraceutical	Antihypocalcemic Agents, Antihypoparathyroid Agents, Vitamins (Vitamin D), Bone Density Conservation Agents, Vitamins	1
DB00147	Pyridoxal	PL, Pyridoxaldehyde, Vitamin B6 hydrochloride	65-22-5	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Vitamins (Vitamin B Complex), Vitamin B Complex	1
DB00148	Creatine	(alpha-Methylguanido)acetic acid, Creatine (8CI), Creatine, hydrate, Methylguanidoacetic acid, N-Amidinosarcosine, N-Methyl-N-guanylglycine	57-00-1	Cosmocair C 100, Creatin, Kreatin, Krebiozon, Phosphagen, Pyrolysate	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	6
DB00149	L-Leucine	(2S)-2-Amino-4-methylpentanoic acid, (S)-(+)-Leucine, (S)-2-Amino-4-methylpentanoic acid, (S)-2-Amino-4-methylvaleric acid, (S)-Leucine, 1-Leucine, 2-Amino-4-methylpentanoic acid, 2-Amino-4-methylvaleric acid, alpha-Amino-gamma-methylvaleric acid, alpha-Aminoisocaproic acid, L-(-)-2-Amino-4-methylpentanoic acid, L-(+)-Leucine, L-a-Aminoisocaproic acid, Leu, Leucin, Leucine	61-90-5	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Essential Amino Acids	6
DB00150	L-Tryptophan	(-)-Tryptophan, (S)-a-Amino-1H-indole-3-propanoic acid, (S)-a-Amino-b-indolepropionic acid, (S)-a-Aminoindole-3-propionic acid, (S)-Tryptophan, 2-Amino-3-indolylpropanoic acid, 3-Indol-3-ylalanine, alpha-Amino-beta-(3-indolyl)-propionic acid, L-(-)-Tryptophan, l-a-Aminoindole-3-propionic acid, l-b-3-Indolylalanine, L-Tryptophane, Tryptophan, Tryptophane	73-22-3	Alti-Tryptophan, Lyphan	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Essential Amino Acids, Antidepressive Agents, Second-Generation	3
DB00151	L-Cysteine	(R)-2-Amino-3-mercaptopropanoic acid, (R)-Cysteine, 2-Amino-3-mercaptopropionic acid, 3-mercapto-L-Alanine, b-Mercaptoalanine, carbocysteine, Cys, Cystein, Half-cystine, L-(+)-Cysteine, L-2-Amino-3-mercaptopropionic acid, L-Cys, Thioserine	52-90-4	N/A	small molecule	approved, nutraceutical	Dietary supplement, Nutritional Supplement	14
DB00152	Thiamine	Thiadoxine, Thiamin, Thiamine Hcl, thiamine(1+), Vitamin B1	59-43-8	Aneurin, Antiberiberi Factor, Betalin S, Betaxin, Bewon, Biamine, Vitaneuron	small molecule	approved, nutraceutical	Essential Vitamin, Vitamins (Vitamin B Complex), Anti-inflammatory Agents, Vitamin B Complex	2
DB00153	Ergocalciferol	Synthetic Vitamin D, Vitamin D2	50-14-6	Buco-D, Calciferol, Calciferon 2, Condacaps, Condocaps, Condol, Crtron, Crystallina, D-Arthin, D-Tracetten, Daral, Davitamon D, Davitin, De-Rat Concentrate, Decaps, Dee-Osterol, Dee-Ron, Dee-Ronal, Dee-Roual, Deltalin, Deratol, Detalup, Diactol, Divit Urto, Drisdol, Ercalciol, Ergorone, Ergosterol Activated, Ergosterol, Irradiated, Ertron, Fortodyl, Geltabs, Hi-Deratol, Infron, Metadee, Mulsiferol, Mykostin, Novovitamin-D, Oleovitamin D, Oleovitamin D, Synthetic, Oleovitamin D2, Ostelin, Radiostol, Radstein, Radsterin, Rodine C, Shock-Ferol, Shock-Ferol Sterogyl, Sterogyl, Uvesterol-D, Vio-D, Viostdrol, Viosterol, Viosterol in Oil, Vitavel-D	small molecule	approved, nutraceutical	Essential Vitamin, Antihypocalcemic Agents, Antihypoparathyroid Agents, Vitamins (Vitamin D), Bone Density Conservation Agents, Vitamins	1
DB00154	gamma-Homolinolenic acid	(8E,11E,14E)-8,11,14-Icosatrienoic acid, (Z,Z,Z)-8,11,14-Eicosatrienoic acid, 8,11,14-Eicosatrienoic Acid, cis-8,11,14-Eicosatrienoic acid, DGLA, Dihomo-gamma-linolenic acid, Homo-gamma-linolenic acid	1783-84-2	Star GLA (GNC), Tona-lean 1000 CLA (Action Labs) 	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	2
DB00155	L-Citrulline	2-Amino-5-uredovaleric acid, Citrulline, delta-Ureidonorvaline, N5-(Aminocarbonyl)ornithine, N5-Carbamoyl-L-ornithine, N5-carbamoylornithine, N5-carbamylornithine, Sitrulline	372-75-8	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	13
DB00156	L-Threonine	(S)-Threonine, [R-(R*,S*)]-2-Amino-3-hydroxybutanoic acid, 2-Amino-3-hydroxybutyric acid, L-(-)-Threonine, Threonin, Threonine	72-19-5	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Essential Amino Acids	3
DB00157	NADH	beta-DPNH, beta-NADH, Coenzyme I, reduced, Cozymase I, reduced, dihydrodiphosphopyridine nucleotide, dihydronicotinamide adenine dinucleotide, Diphosphopyridine nucleotide, diphosphopyridine nucleotide reduced, DPN, DPN+, DPNH, NAD-reduced, NAD+, NADH+H+, NADH2, Nicotinamide adenine dinucleotide, nicotinamide adenine dinucleotide reduced, Nicotinaminde-Adenine-Dinucleotide	606-68-8	Nadide	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	144
DB00158	Folic Acid	Folate, Pteroyl-L-glutamic acid, Pteroyl-L-monoglutamic acid, Pteroylglutamic acid, Pteroylmonoglutamic acid, Vitamin B9, Vitamin Bc, Vitamin Be, Vitamin M	59-30-3	Acifolic, Apo-Folic, Cytofol, Dosfolat B activ, Folacid, Folacin, Folbal, Folcidin, Foldine, Folettes, Foliamin, Folicet, Folipac, Folsan, Folsaure, Folsav, Folvite, Folvron, Incafolic, Millafol	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Vitamin B Complex, Hematinics	2
DB00159	Icosapent	Eicosapentaenoic acid, EPA, Icosapentaenoic acid, Timnodonic acid	10417-94-4	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	10
DB00160	L-Alanine	(2S)-2-Aminopropanoic acid, (S)-(+)-Alanine, (S)-2-Aminopropanoic acid, (S)-Alanine, 2-Aminopropanoic acid, 2-Aminopropionic acid, a-Alanine, a-Aminopropionic acid, ALA, Alanine, L-(+)-Alanine, L-2-Aminopropanoic acid, L-2-Aminopropionic acid, L-a-Alanine, L-a-Aminopropionic acid	56-41-7	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	13
DB00161	L-Valine	(2S)-2-Amino-3-methylbutanoic acid, (S)-2-Amino-3-methylbutanoic acid, (S)-2-Amino-3-methylbutyric acid, (S)-a-Amino-b-methylbutyric acid, (S)-Valine, 2-Amino-3-methylbutanoic acid, 2-Amino-3-methylbutyric acid, L-(+)-a-Aminoisovaleric acid, L-a-Amino-b-methylbutyric acid, Valine	72-18-4	N/A	small molecule	approved, nutraceutical	Dietary supplements, Essential Amino Acids, Micronutrients	3
DB00162	Vitamin A	[11,12-3H]-Retinol, all-trans-retinol, All-trans-Retinyl alcohol, all-trans-Vitamin A, All-trans-Vitamin A alcohol, all-trans-Vitamin A1, beta-Retinol, Retin-11,12-t2-ol (9CI), Retinol, trans-Retinol, trans-Vitamin A alcohol, Vitamin A (Feed), Vitamin A alcohol, Vitamin A cryst, Vitamin A Palmitate, Vitamin A Solubilized, Vitamin A1, Vitamin A1 alcohol	68-26-8	A-Mulsal, A-Sol, A-Vi-Pel, A-Vitan, Acon, Afaxin, Agiolan, Agoncal, Alcovit A, alin, Alphalin, Alphasterol, Anatola, Anatola A, Anti-Infective vitamin, Antixerophthalmic vitamin, Aoral, Apexol, Apostavit, Aquasol A Parenteral, Aquasynth, asterol, Atars, Atav, Avibon, Avita, Avitol, Axerol, Axerophthol, Bentavit A, Biosterol, Chocola A, Cylasphere, Del-VI-A, Disatabs Tabs, Dofsol, Dohyfral A, Epiteliol, Hi-A-Vita, Homagenets Aoral, Homagenets aorl, Lard Factor, Mvc Plus, Myvpack, Nio-A-Let, Oleovitamin A, Ophthalamin, Plivit A, Prepalin, Retrovitamin A, Ro-a-vit, Sehkraft A, Solu-A, Super A, Testavol, Testavol S, Thalasphere, tROL, Vaflol, Vafol, Veroftal, Vi-a, Vi-Alpha, Vi-Dom-A, Vio-A, Vitavel A, Vitpex, Vogan, Vogan-Neu, Vogan-nu, Zineb, Zinosan N	small molecule	approved, nutraceutical	Essential Vitamin, Anti-acne Agents, Vitamins (Vitamin A), Vitamins	16
DB00163	Vitamin E	alpha-Tocopherol, Tocopherol	59-02-9	Amino-Opti-E, Aquasol E, Daltose, E-200 I.U. Softgels, E-Complex-600, E-Ferol, E-Vitamin succinate, Gordo-Vite E, Vitamin Plus E Softgells, Vitec	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Antioxidants, Vitamins/minerals, Vitamins	10
DB00165	Pyridoxine	Pyridoxol, Vitamin B6	65-23-6	Aderoxine, Alestrol, Becilan, Beesix, Benadon, Bonasanit, Campoviton 6, Gravidox, Hexa-Betalin, Hexavibex, Hexermin, Hexermine, Hexobion, Hydoxin, Nestrex, Pydox, Pyridipca, Pyridox, Rodex TD, Tex Six T.R.	small molecule	approved, nutraceutical	Essential Vitamin, Vitamins (Vitamin B Complex), Anti-inflammatory Agents, Vitamin B Complex	4
DB00166	Lipoic Acid	1,2-Dithiolane-3R-pentanoic acid, alpha-Lipoic acid, Lipoate, Thioctic acid	62-46-4	Biletan, Heparlipon, Thioctsan	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Vitamins (Vitamin B Complex), Antioxidants, Vitamin B Complex	3
DB00167	L-Isoleucine	(2S,3S)-2-Amino-3-methylpentanoic acid, (2S,3S)-a-Amino-b-methyl-n-valeric acid, (2S,3S)-a-Amino-b-methylvaleric acid, (S,S)-Isoleucine, (S)-Isoleucine, 2-Amino-3-methylvaleric acid, 2S,3S-Isoleucine, erythro-L-Isoleucine, Isoleucine, L-(+)-Isoleucine, L-Ile	73-32-5	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Essential Amino Acids	6
DB00168	Aspartame	1-Methyl N-L-alpha-aspartyl-L-phenylalanate, 1-Methyl N-L-alpha-aspartyl-L-phenylalanine, 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester, 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester, stereoisomer, 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid, Asp-phe-ome, Aspartam [INN-French], Aspartame [USAN:BAN:INN], Aspartamo [INN-Spanish], Aspartamum [INN-Latin], Aspartylphenylalanine methyl ester, L-Aspartyl-L-phenylalanine methyl ester, Methyl aspartylphenylalanate, Methyl L-alpha-aspartyl-L-phenylalanate, Methyl L-aspartyl-L-phenylalanine, Methyl N-L-alpha-aspartyl-L-phenylalaninate, N-L-alpha-Aspartyl-L-phenylalanine 1-methyl ester	22839-47-0	Aminosweet, Canderel, Equal, Nutrasweet, Tri-sweet	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Sweetening Agents	2
DB00169	Cholecalciferol	(+)-vitamin D3, calciol, CC, Colecalciferol, Vitamin D3	67-97-0	Delsterol, Delta-D, Deparal, Ebivit, Micro-Dee, Oleovitamin D3, Provitamin D3, Provitamine, Provitina, Ricketon, Trivitan, Vigantol, Vigorsan	small molecule	approved, nutraceutical	Essential Vitamin, Antihypocalcemic Agents, Antihypoparathyroid Agents, Vitamins (Vitamin D), Bone Density Conservation Agents, Vitamins	1
DB00170	Menadione	2-Methyl-1,4-Naphthalenedione, 2-Methyl-1,4-naphthoquinone, Kayquinone, Menaphthone, Thyloquinone, Vitamin K 3, Vitamin K3	58-27-5	Kappaxin, Kayklot, Klottone, Kolklot, Panosine, Synkavite, Synkayvite	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Antifibrinolytic Agents, Vitamins/minerals, Vitamins	13
DB00171	Adenosine triphosphate	5'-ATP, Adenosine 5'-triphosphate, Adenosine 5'-triphosphoric acid, Adenosine-5'-triphosphate, Adenosine, 5'-(tetrahydrogen triphosphate), Adenylpyrophosphoric acid, ATP, Triphosphoric acid adenosine ester	56-65-5	Adephos, Adetol, Adynol, Atipi, Atriphos, Cardenosine, Fosfobion, Glucobasin, Myotriphos, Phosphobion, Striadyne, Triadenyl, Triphosphaden	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	33
DB00172	L-Proline	(-)-2-Pyrrolidinecarboxylic acid, (-)-Proline, (S)-2-Carboxypyrrolidine, (S)-2-Pyrrolidinecarboxylic acid, (S)-Proline, 2-Pyrrolidinecarboxylic acid	147-85-3	N/A	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	22
DB00173	Adenine	1H-Purin-6-amine, 6-Aminopurine, Adenin, Adeninimine, Vitamin B4	73-24-5	Leuco-4, Pedatisectine B	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient	12
DB00174	L-Asparagine	(-)-Asparagine, (S)-2,4-Diamino-4-oxobutanoic acid, (S)-Asparagine, 2-Aminosuccinamic acid, a-Aminosuccinamic acid, Asn, Asparagine, Asparagine acid, Asparamide, Aspartamic acid, Aspartic acid amide, Aspartic acid b-amide, L-2,4-Diamino-4-oxobutanoic acid, L-Aspartamine, L-b-Asparagine	70-47-3	Agedoite, Altheine, Crystal VI	small molecule	approved, nutraceutical	Dietary supplement, Micronutrient, Non-Essential Amino Acids	6
DB00175	Pravastatin	Pravastatin Sodium, Pravastatina [Spanish], Pravastatine [French], Pravastatinum [Latin]	81093-37-0	Elisor, Lipostat, Mevalotin, Mevinolin, Oliprevin, Pravachol, Pravaselect, Selectin, Selipran, Vasten	small molecule	approved	Anticholesteremic Agents, HMG-CoA Reductase Inhibitors, Hydroxymethylglutaryl-CoA Reductase Inhibitors	1
DB00176	Fluvoxamine	Fluvoxamina [INN-Spanish], Fluvoxamine maleate, fluvoxamine-CR, Fluvoxaminum [INN-Latin]	54739-18-3	Dumirox, Dumyrox, Faverin, Fevarin, Floxyfral, Luvox, Maveral	small molecule	approved	Anti-anxiety Agents, Selective Serotonin Reuptake Inhibitors (SSRIs), Antidepressive Agents, Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	1
DB00177	Valsartan	N/A	137862-53-4	Diovan, Valsarran	small molecule	approved	Antihypertensive Agents, Angiotensin II Receptor Antagonists	1
DB00178	Ramipril	Ramiprilum [Latin]	87333-19-5	Acovil, Altace, Carasel, Cardace, Delix, Hypren, Hytren, Lostapres, Pramace, Quark, Ramace, Triatec, Tritace, Vesdil	small molecule	approved	Antihypertensive Agents, Angiotensin-converting Enzyme Inhibitors	1
DB00179	Masoprocol	Dihydronorguaiaretic acid, Masoprocolum [INN-Latin], meso-NDGA, meso-Nordihydroguaiaretic acid, NDGA, Nordihydroguaiaretic acid, Nordihydroguairaretic acid	500-38-9	Actinex	small molecule	approved	Antioxidants, Antineoplastics, topical, Cyclooxygenase Inhibitors, Keratolytic Agents, Lipoxygenase Inhibitors	1
DB00180	Flunisolide	Flunisolide [anhydrous]	3385-03-3	Aerobid, Bronalide, Lunis, Nasalide, Nasarel, Rhinalar, Synaclyn, Syntaris	small molecule	approved	Anti-Asthmatic Agents, Anti-inflammatory Agents	1
DB00181	Baclofen	N/A	1134-47-0	Baclon, Kemstro, Lioresal, Lioresal Intrathecal, Nu-Baclofen, Pms-Baclofen	small molecule	approved	Muscle Relaxants, Skeletal Muscle Relaxants, GABA Agonists, Muscle Relaxants, Central	2
DB00182	Amphetamine	(+/-)-Benzedrine, (+/-)-beta-Phenylisopropylamine, (+/-)-Desoxynorephedrine, [1-(3-Methoxyphenyl)-2-propyl]amine, 1-Methyl-2-phenylethylamine, 1-Phenyl-2-aminopropane, 3-Methoxyamphetamine, alpha-Methylbenzeneethaneamine, Amfetamine, Amphetamine Sulfate, beta-Aminopropylbenzene, beta-phenyl-isopropylamine, dl-1-Phenyl-2-aminopropane, DL-alpha-Methylphenethylamine, dl-Amphetamine, dl-Benzedrine, Fenylo-izopropylaminyl, m-Methoxyamphetamine, Methamphetamine HCL	300-62-9	Actedron, Adipan, Allodene, Anorexide, Anorexine, Benzebar, Benzedrine, Benzolone, Dexampex, Elastonon, Fenamin, Ferndex, Finam, Isoamycin, Isoamyne, Isomyn, Mecodrin, Methampex, Norephedrane, Novydrine, Oktedrin, Ortedrine, Paredrine, Percomon, Phenamine, Phenedrine, Profamina, Propisamine, Psychedrine, Raphetamine, Rhinalator, Simpatedrin, Simpatina, Sympamin, Sympamine, Sympatedrine, Weckamine	small molecule	illicit, approved	Adrenergic Agents, Dopamine Agents, Dopamine Uptake Inhibitors, Adrenergic Uptake Inhibitors, Central Nervous System Stimulants, Amphetamines, Sympathomimetics	4
